address,share,tag,additional_data
0xf3bf9ddba413825e5ddf92d15b09c2abd8d190dd,0.003484320557,sdvt,{}
0xf4611d1eb66a101edb85c8aaaa8d211f918356be,0.003484320557,sdvt,{}
0xf4a920a1c9764cdd56bae4b40db355f8713617ee,0.003484320557,sdvt,{}
0xf4f07681ae8441d69939e4a9d09056720f6b9ef8,0.003484320557,sdvt,{}
0xf52ec5dfe11d16c13b2c52ae94fd4ec6528996fa,0.010452961672,sdvt,{}
0xf57d4b3c1304ee65e9d51b2eeaebe8cc307b0f22,0.003484320557,sdvt,{}
0xf66c2f02d43010c0ed665dd35fb12f21cf4fadb3,0.003484320557,sdvt,{}
0xf76f2479d4a3d96134c0e64008df612662864520,0.003484320557,sdvt,{}
0xf7e2e135f434dba9faf29e375f54f6f6a2004854,0.003484320557,sdvt,{}
0xf8055141fc5f66a91871bdafa606b419f12f1d1d,0.003484320557,sdvt,{}
0xf8d307bc22158c8b1852881da9a7dbd97dfd7df3,0.003484320557,sdvt,{}
0xf93c8f32eb376ce1fc800e67c8e5c69b4846f535,0.003484320557,sdvt,{}
0xfb6091bed2d9a7ca758fef33e724726febe58cdf,0.003484320557,sdvt,{}
0xfbc36c37f580dd41e4e0cf5e4381483153d39c4d,0.003484320557,sdvt,{}
0xfc9b404b198c7d35110903a5570299cd642999ff,0.003484320557,sdvt,{}
0xfce8be4cd5093a97649a2c621cdad40dec36297d,0.003484320557,sdvt,{}
0xfd039015e6f6cf6a2805de5564c32f65ea65d8a2,0.003484320557,sdvt,{}
0xfd660518dc1b52d9f67facd42bbba962b06b8e54,0.003484320557,sdvt,{}
0xfe003428a2c67bfd3b51b6c8d9a0b28fdfd3b8bf,0.006968641115,sdvt,{}
0xfea66cb7571e251c4fc000beaf0ef771d5c78793,0.003484320557,sdvt,{}
0xfeef177e6168f9b7fd59e6c5b6c2d87ff398c6fd,0.003484320557,sdvt,{}
